what are the major rivers in the us ? ||| select river.river_name from river ;
what are the major cities in the state of california ? ||| select city.city_name from city where city.population > 150000 and city.state_name = ' california ' ;

what is the smallest city in the largest state ? ||| select city.city_name from city where city.population = ( select min ( city.population ) from city where city.state_name in ( select state.state_name from state where state.area = ( select max ( state.area ) from state ) ) ) and city.state_name in ( select state.state_name from state where state.area = ( select max ( state.area ) from state ) ) ;

how many states border texas ? ||| select count ( border_info.border ) from border_info where border_info.state_name = ' texas ' ;
how many states border iowa ? ||| select count ( border_info.border ) from border_info where border_info.state_name = ' iowa ' ;
how many states border tennessee ? ||| select count ( border_info.border ) from border_info where border_info.state_name = ' tennessee ' ;
how many states border alaska ? ||| select count ( border_info.border ) from border_info where border_info.state_name = ' alaska ' ;
how many states border hawaii ? ||| select count ( border_info.border ) from border_info where border_info.state_name = ' hawaii ' ;
what is the number of neighboring states for kentucky ? ||| select count ( border_info.border ) from border_info where border_info.state_name = ' kentucky ' ;
number of states bordering iowa ? ||| select count ( border_info.border ) from border_info where border_info.state_name = ' iowa ' ;
iowa borders how many states ? ||| select count ( border_info.border ) from border_info where border_info.state_name = ' iowa ' ;
how many states does missouri border ? ||| select count ( border_info.border ) from border_info where border_info.state_name = ' missouri ' ;
how many states does iowa border ? ||| select count ( border_info.border ) from border_info where border_info.state_name = ' iowa ' ;
how many states does tennessee border ? ||| select count ( border_info.border ) from border_info where border_info.state_name = ' tennessee ' ;
iowa borders how many states ? ||| select count ( border_info.border ) from border_info where border_info.state_name = ' iowa ' ;

what are the major cities in the smallest state in the us ? ||| select city.city_name from city where city.population > 150000 and city.state_name = ( select state.state_name from state where state.area = ( select min ( state.area ) from state ) ) ;

what rivers do not run through tennessee ? ||| select river.river_name from river where river.river_name not in ( select river.river_name from river where river.traverse = ' tennessee ' ) ;
which rivers do not run through texas ? ||| select river.river_name from river where river.river_name not in ( select river.river_name from river where river.traverse = ' texas ' ) ;
what rivers do not run through texas ? ||| select river.river_name from river where river.river_name not in ( select river.river_name from river where river.traverse = ' texas ' ) ;

what is the average population of the us by state ? ||| select avg ( state.population ) from state ;

how many major rivers cross ohio ? ||| select count ( river.river_name ) from river where river.traverse = ' ohio ' and river.length > 750 ;

what are the populations of all the major cities in montana ? ||| select city.population from city where city.state_name = ' montana ' and city.population > 150000 ;
what are the populations of the major cities of texas ? ||| select city.population from city where city.state_name = ' texas ' and city.population > 150000 ;
what is the population of the major cities in wisconsin ? ||| select city.population from city where city.state_name = ' wisconsin ' and city.population > 150000 ;

what is the smallest city in hawaii ? ||| select city.city_name from city where city.state_name = ' hawaii ' and city.population = ( select min ( city.population ) from city where city.state_name = ' hawaii ' ) ;
what is the smallest city in washington ? ||| select city.city_name from city where city.state_name = ' washington ' and city.population = ( select min ( city.population ) from city where city.state_name = ' washington ' ) ;
what is the smallest city in alaska ? ||| select city.city_name from city where city.state_name = ' alaska ' and city.population = ( select min ( city.population ) from city where city.state_name = ' alaska ' ) ;
what is the smallest city in arkansas ? ||| select city.city_name from city where city.state_name = ' arkansas ' and city.population = ( select min ( city.population ) from city where city.state_name = ' arkansas ' ) ;

what are the major cities of the united states ? ||| select city.city_name from city where city.population > 150000 ;
what are the major cities in the usa ? ||| select city.city_name from city where city.population > 150000 ;
what are the major cities of the us ? ||| select city.city_name from city where city.population > 150000 ;

how many states border the mississippi river ? ||| select count ( distinct border_info.border ) from border_info where border_info.state_name in ( select river.traverse from river where river.river_name = ' mississippi ' ) ;

what is the highest point in the smallest state ? ||| select highlow.highest_point from highlow , state where highlow.state_name = state.state_name and state.area = ( select min ( state.area ) from state ) ;

what is the highest point in states bordering georgia ? ||| select highlow.highest_point from highlow where highlow.state_name in ( select border_info.border from border_info where border_info.state_name = ' georgia ' ) order by highlow.highest_elevation desc limit 1 ;

which states have a river ? ||| select river.traverse from river ;

what is the population of the capital of the smallest state ? ||| select city.population from city where city.city_name = ( select state.capital from state where state.area = ( select min ( state.area ) from state ) ) ;

what are the cities in states through which the mississippi runs ? ||| select city.city_name from city where city.state_name in ( select river.traverse from river where river.river_name = ' mississippi ' ) ;

how many states border at least one other state ? ||| select count ( distinct border_info.state_name ) from border_info ;

through which states does the longest river in texas run ? ||| select river.traverse from river where river.length = ( select max ( river.length ) from river where river.traverse = ' texas ' ) ;

what is the population of the largest state that borders texas ? ||| select state.population from state where state.state_name in ( select border_info.border from border_info where border_info.state_name = ' texas ' ) and state.area = ( select max ( state.area ) from state where state.state_name in ( select border_info.border from border_info where border_info.state_name = ' texas ' ) ) ;

what is the largest state that borders the state with the lowest point in the usa ? ||| select border_info.state_name from state , border_info , highlow where ( state.state_name = border_info.border ) and ( border_info.border = highlow.state_name ) and highlow.lowest_elevation = ( select min ( highlow.lowest_elevation ) from highlow ) order by state.area desc limit 1 ;

what is the population density of the state with the smallest area ? ||| select state.density from state where state.area = ( select min ( state.area ) from state ) ;
what is the population density of the smallest state ? ||| select state.density from state where state.area = ( select min ( state.area ) from state ) ;
what is the population density of the smallest state ? ||| select state.density from state where state.area = ( select min ( state.area ) from state ) ;
what is the population density of the smallest state ? ||| select state.density from state where state.area = ( select min ( state.area ) from state ) ;

how many states have a city named springfield ? ||| select count ( city.state_name ) from city where city.city_name = ' springfield ' ;
how many states have cities named austin ? ||| select count ( city.state_name ) from city where city.city_name = ' austin ' ;
how many states have a city called rochester ? ||| select count ( city.state_name ) from city where city.city_name = ' rochester ' ;
how many states have cities or towns named springfield ? ||| select count ( city.state_name ) from city where city.city_name = ' springfield ' ;

which states adjoin alabama ? ||| select border_info.border from border_info where border_info.state_name = ' alabama ' ;
what states border ohio ? ||| select border_info.border from border_info where border_info.state_name = ' ohio ' ;
what states border texas ? ||| select border_info.border from border_info where border_info.state_name = ' texas ' ;
what states border alaska ? ||| select border_info.border from border_info where border_info.state_name = ' alaska ' ;
what states neighbor maine ? ||| select border_info.border from border_info where border_info.state_name = ' maine ' ;
what are the neighboring states for michigan ? ||| select border_info.border from border_info where border_info.state_name = ' michigan ' ;
which states border colorado ? ||| select border_info.border from border_info where border_info.state_name = ' colorado ' ;
which states border new york ? ||| select border_info.border from border_info where border_info.state_name = ' new york ' ;
which states border kentucky ? ||| select border_info.border from border_info where border_info.state_name = ' kentucky ' ;
what states border florida ? ||| select border_info.border from border_info where border_info.state_name = ' florida ' ;
what states border indiana ? ||| select border_info.border from border_info where border_info.state_name = ' indiana ' ;
what states border rhode island ? ||| select border_info.border from border_info where border_info.state_name = ' rhode island ' ;
what states border new jersey ? ||| select border_info.border from border_info where border_info.state_name = ' new jersey ' ;
what states border missouri ? ||| select border_info.border from border_info where border_info.state_name = ' missouri ' ;
what states border michigan ? ||| select border_info.border from border_info where border_info.state_name = ' michigan ' ;
what states are next to arizona ? ||| select border_info.border from border_info where border_info.state_name = ' arizona ' ;
what states are next to texas ? ||| select border_info.border from border_info where border_info.state_name = ' texas ' ;
which states border hawaii ? ||| select border_info.border from border_info where border_info.state_name = ' hawaii ' ;
what states border hawaii ? ||| select border_info.border from border_info where border_info.state_name = ' hawaii ' ;
what states border delaware ? ||| select border_info.border from border_info where border_info.state_name = ' delaware ' ;
what states border wisconsin ? ||| select border_info.border from border_info where border_info.state_name = ' wisconsin ' ;
which state borders florida ? ||| select border_info.border from border_info where border_info.state_name = ' florida ' ;
which state borders hawaii ? ||| select border_info.border from border_info where border_info.state_name = ' hawaii ' ;
what state borders new york ? ||| select border_info.border from border_info where border_info.state_name = ' new york ' ;
what state borders michigan ? ||| select border_info.border from border_info where border_info.state_name = ' michigan ' ;
what states surround kentucky ? ||| select border_info.border from border_info where border_info.state_name = ' kentucky ' ;
what states border montana ? ||| select border_info.border from border_info where border_info.state_name = ' montana ' ;
what states border kentucky ? ||| select border_info.border from border_info where border_info.state_name = ' kentucky ' ;
which state border kentucky ? ||| select border_info.border from border_info where border_info.state_name = ' kentucky ' ;
which states border texas ? ||| select border_info.border from border_info where border_info.state_name = ' texas ' ;
which states border michigan ? ||| select border_info.border from border_info where border_info.state_name = ' michigan ' ;
which states border alabama ? ||| select border_info.border from border_info where border_info.state_name = ' alabama ' ;
which states border arizona ? ||| select border_info.border from border_info where border_info.state_name = ' arizona ' ;
which states border alaska ? ||| select border_info.border from border_info where border_info.state_name = ' alaska ' ;
what states border arkansas ? ||| select border_info.border from border_info where border_info.state_name = ' arkansas ' ;
what states border georgia ? ||| select border_info.border from border_info where border_info.state_name = ' georgia ' ;
what states border new hampshire ? ||| select border_info.border from border_info where border_info.state_name = ' new hampshire ' ;
give me the states that border utah ? ||| select border_info.border from border_info where border_info.state_name = ' utah ' ;
what is the adjacent state of california ? ||| select border_info.border from border_info where border_info.state_name = ' california ' ;
states bordering iowa ? ||| select border_info.border from border_info where border_info.state_name = ' iowa ' ;
which states border illinois ? ||| select border_info.border from border_info where border_info.state_name = ' illinois ' ;
which states border iowa ? ||| select border_info.border from border_info where border_info.state_name = ' iowa ' ;

what rivers flow through states that alabama borders ? ||| select river.river_name from river where river.traverse in ( select border_info.border from border_info where border_info.state_name = ' alabama ' ) ;
which rivers are in states that border texas ? ||| select river.river_name from river where river.traverse in ( select border_info.border from border_info where border_info.state_name = ' texas ' ) ;
which rivers run through states bordering new mexico ? ||| select river.river_name from river where river.traverse in ( select border_info.border from border_info where border_info.state_name = ' new mexico ' ) ;

what is the longest river that does not run through texas ? ||| select distinct river.river_name from river where not river.traverse = ' texas ' and river.length = ( select max ( river.length ) from river where not river.traverse = ' texas ' ) ;

what is the population of the state that borders the most states ? ||| select state.population from state where state.state_name = ( select border from border_info group by state_name order by count ( distinct border_info.border ) desc limit 1 ) ;

what is the length of the longest river in the usa ? ||| select river.length from river where river.length = ( select max ( river.length ) from river ) ;
how long is the longest river in the usa ? ||| select river.length from river where river.length = ( select max ( river.length ) from river ) ;

how many cities are in montana ? ||| select count ( city.city_name ) from city where city.state_name = ' montana ' ;
how many cities are in louisiana ? ||| select count ( city.city_name ) from city where city.state_name = ' louisiana ' ;
how many cities does texas have ? ||| select count ( city.city_name ) from city where city.state_name = ' texas ' ;

what are the largest cities in the states that border the largest state ? ||| select city.city_name from state , city where state.state_name in ( select border_info.border from state , border_info where state.state_name in ( select state.state_name from state where state.area = ( select max ( state.area ) from state ) ) and state.state_name = border_info.state_name ) and state.state_name = city.state_name and city.population = ( select max ( city.population ) from state , city where state.state_name in ( select border_info.border from state , border_info where state.state_name in ( select state.state_name from state where state.area = ( select max ( state.area ) from state ) ) and state.state_name = border_info.state_name ) and state.state_name = city.state_name ) ;

where is the smallest city ? ||| select city.state_name from city where city.population = ( select min ( city.population ) from city ) ;

