what are the major rivers in the us ? ||| select river.river_name from river ;
what are the states that border the state with the greatest population ? ||| select border_info.state_name from state , border_info where state.state_name = border_info.border and state.population = ( select max ( state.population ) from state ) ;

what are the major cities in the state of state0 ? ||| select city.city_name from city where city.population > number0 and city.state_name = ' state0 ' ;

what is the smallest city in the largest state ? ||| select city.city_name from city where city.population = ( select min ( city.population ) from city where city.state_name in ( select state.state_name from state where state.area = ( select max ( state.area ) from state ) ) ) and city.state_name in ( select state.state_name from state where state.area = ( select max ( state.area ) from state ) ) ;

how many states border state0 ? ||| select count ( border_info.border ) from border_info where border_info.state_name = ' state0 ' ;
how many states border state0 ? ||| select count ( border_info.border ) from border_info where border_info.state_name = ' state0 ' ;
how many states border state0 ? ||| select count ( border_info.border ) from border_info where border_info.state_name = ' state0 ' ;
how many states border state0 ? ||| select count ( border_info.border ) from border_info where border_info.state_name = ' state0 ' ;
how many states border state0 ? ||| select count ( border_info.border ) from border_info where border_info.state_name = ' state0 ' ;
what is the number of neighboring states for state0 ? ||| select count ( border_info.border ) from border_info where border_info.state_name = ' state0 ' ;
number of states bordering state0 ? ||| select count ( border_info.border ) from border_info where border_info.state_name = ' state0 ' ;
state0 borders how many states ? ||| select count ( border_info.border ) from border_info where border_info.state_name = ' state0 ' ;
how many states does state0 border ? ||| select count ( border_info.border ) from border_info where border_info.state_name = ' state0 ' ;
how many states does state0 border ? ||| select count ( border_info.border ) from border_info where border_info.state_name = ' state0 ' ;
how many states does state0 border ? ||| select count ( border_info.border ) from border_info where border_info.state_name = ' state0 ' ;
state0 borders how many states ? ||| select count ( border_info.border ) from border_info where border_info.state_name = ' state0 ' ;

what are the major cities in the smallest state in the us ? ||| select city.city_name from city where city.population > number0 and city.state_name = ( select state.state_name from state where state.area = ( select min ( state.area ) from state ) ) ;

what rivers do not run through state0 ? ||| select river.river_name from river where river.river_name not in ( select river.river_name from river where river.traverse = ' state0 ' ) ;
which rivers do not run through state0 ? ||| select river.river_name from river where river.river_name not in ( select river.river_name from river where river.traverse = ' state0 ' ) ;
what rivers do not run through state0 ? ||| select river.river_name from river where river.river_name not in ( select river.river_name from river where river.traverse = ' state0 ' ) ;

what is the average population of the us by state ? ||| select avg ( state.population ) from state ;

how many major rivers cross state0 ? ||| select count ( river.river_name ) from river where river.traverse = ' state0 ' and river.length > number0 ;

what are the populations of all the major cities in state0 ? ||| select city.population from city where city.state_name = ' state0 ' and city.population > number0 ;
what are the populations of the major cities of state0 ? ||| select city.population from city where city.state_name = ' state0 ' and city.population > number0 ;
what is the population of the major cities in state0 ? ||| select city.population from city where city.state_name = ' state0 ' and city.population > number0 ;

what is the smallest city in state0 ? ||| select city.city_name from city where city.state_name = ' state0 ' and city.population = ( select min ( city.population ) from city where city.state_name = ' state0 ' ) ;
what is the smallest city in state0 ? ||| select city.city_name from city where city.state_name = ' state0 ' and city.population = ( select min ( city.population ) from city where city.state_name = ' state0 ' ) ;
what is the smallest city in state0 ? ||| select city.city_name from city where city.state_name = ' state0 ' and city.population = ( select min ( city.population ) from city where city.state_name = ' state0 ' ) ;
what is the smallest city in state0 ? ||| select city.city_name from city where city.state_name = ' state0 ' and city.population = ( select min ( city.population ) from city where city.state_name = ' state0 ' ) ;

what are the major cities of the united states ? ||| select city.city_name from city where city.population > number0 ;
what are the major cities in the usa ? ||| select city.city_name from city where city.population > number0 ;
what are the major cities of the us ? ||| select city.city_name from city where city.population > number0 ;

how many states border the river0 ? ||| select count ( distinct border_info.border ) from border_info where border_info.state_name in ( select river.traverse from river where river.river_name = ' river0 ' ) ;

what is the highest point in the smallest state ? ||| select highlow.highest_point from highlow , state where highlow.state_name = state.state_name and state.area = ( select min ( state.area ) from state ) ;

what is the highest point in states bordering state0 ? ||| select highlow.highest_point from highlow where highlow.state_name in ( select border_info.border from border_info where border_info.state_name = ' state0 ' ) order by highlow.highest_elevation desc limit 1 ;

which states have a river ? ||| select river.traverse from river ;

what is the population of the capital of the smallest state ? ||| select city.population from city where city.city_name = ( select state.capital from state where state.area = ( select min ( state.area ) from state ) ) ;

what are the cities in states through which the river0 runs ? ||| select city.city_name from city where city.state_name in ( select river.traverse from river where river.river_name = ' river0 ' ) ;

how many states border at least one other state ? ||| select count ( distinct border_info.state_name ) from border_info ;

through which states does the longest river in state0 run ? ||| select river.traverse from river where river.length = ( select max ( river.length ) from river where river.traverse = ' state0 ' ) ;

what is the population of the largest state that borders state0 ? ||| select state.population from state where state.state_name in ( select border_info.border from border_info where border_info.state_name = ' state0 ' ) and state.area = ( select max ( state.area ) from state where state.state_name in ( select border_info.border from border_info where border_info.state_name = ' state0 ' ) ) ;

what is the largest state that borders the state with the lowest point in the usa ? ||| select border_info.state_name from state , border_info , highlow where ( state.state_name = border_info.border ) and ( border_info.border = highlow.state_name ) and highlow.lowest_elevation = ( select min ( highlow.lowest_elevation ) from highlow ) order by state.area desc limit 1 ;

what is the population density of the state with the smallest area ? ||| select state.density from state where state.area = ( select min ( state.area ) from state ) ;
what is the population density of the smallest state ? ||| select state.density from state where state.area = ( select min ( state.area ) from state ) ;
what is the population density of the smallest state ? ||| select state.density from state where state.area = ( select min ( state.area ) from state ) ;
what is the population density of the smallest state ? ||| select state.density from state where state.area = ( select min ( state.area ) from state ) ;

how many states have a city named city0 ? ||| select count ( city.state_name ) from city where city.city_name = ' city0 ' ;
how many states have cities named city0 ? ||| select count ( city.state_name ) from city where city.city_name = ' city0 ' ;
how many states have a city called city0 ? ||| select count ( city.state_name ) from city where city.city_name = ' city0 ' ;
how many states have cities or towns named city0 ? ||| select count ( city.state_name ) from city where city.city_name = ' city0 ' ;

which states adjoin state0 ? ||| select border_info.border from border_info where border_info.state_name = ' state0 ' ;
what states border state0 ? ||| select border_info.border from border_info where border_info.state_name = ' state0 ' ;
what states border state0 ? ||| select border_info.border from border_info where border_info.state_name = ' state0 ' ;
what states border state0 ? ||| select border_info.border from border_info where border_info.state_name = ' state0 ' ;
what states neighbor state0 ? ||| select border_info.border from border_info where border_info.state_name = ' state0 ' ;
what are the neighboring states for state0 ? ||| select border_info.border from border_info where border_info.state_name = ' state0 ' ;
which states border state0 ? ||| select border_info.border from border_info where border_info.state_name = ' state0 ' ;
which states border state0 ? ||| select border_info.border from border_info where border_info.state_name = ' state0 ' ;
which states border state0 ? ||| select border_info.border from border_info where border_info.state_name = ' state0 ' ;
what states border state0 ? ||| select border_info.border from border_info where border_info.state_name = ' state0 ' ;
what states border state0 ? ||| select border_info.border from border_info where border_info.state_name = ' state0 ' ;
what states border state0 ? ||| select border_info.border from border_info where border_info.state_name = ' state0 ' ;
what states border state0 ? ||| select border_info.border from border_info where border_info.state_name = ' state0 ' ;
what states border state0 ? ||| select border_info.border from border_info where border_info.state_name = ' state0 ' ;
what states border state0 ? ||| select border_info.border from border_info where border_info.state_name = ' state0 ' ;
what states are next to state0 ? ||| select border_info.border from border_info where border_info.state_name = ' state0 ' ;
what states are next to state0 ? ||| select border_info.border from border_info where border_info.state_name = ' state0 ' ;
which states border state0 ? ||| select border_info.border from border_info where border_info.state_name = ' state0 ' ;
what states border state0 ? ||| select border_info.border from border_info where border_info.state_name = ' state0 ' ;
what states border state0 ? ||| select border_info.border from border_info where border_info.state_name = ' state0 ' ;
what states border state0 ? ||| select border_info.border from border_info where border_info.state_name = ' state0 ' ;
which state borders state0 ? ||| select border_info.border from border_info where border_info.state_name = ' state0 ' ;
which state borders state0 ? ||| select border_info.border from border_info where border_info.state_name = ' state0 ' ;
what state borders state0 ? ||| select border_info.border from border_info where border_info.state_name = ' state0 ' ;
what state borders state0 ? ||| select border_info.border from border_info where border_info.state_name = ' state0 ' ;
what states surround state0 ? ||| select border_info.border from border_info where border_info.state_name = ' state0 ' ;
what states border state0 ? ||| select border_info.border from border_info where border_info.state_name = ' state0 ' ;
what states border state0 ? ||| select border_info.border from border_info where border_info.state_name = ' state0 ' ;
which state border state0 ? ||| select border_info.border from border_info where border_info.state_name = ' state0 ' ;
which states border state0 ? ||| select border_info.border from border_info where border_info.state_name = ' state0 ' ;
which states border state0 ? ||| select border_info.border from border_info where border_info.state_name = ' state0 ' ;
which states border state0 ? ||| select border_info.border from border_info where border_info.state_name = ' state0 ' ;
which states border state0 ? ||| select border_info.border from border_info where border_info.state_name = ' state0 ' ;
which states border state0 ? ||| select border_info.border from border_info where border_info.state_name = ' state0 ' ;
what states border state0 ? ||| select border_info.border from border_info where border_info.state_name = ' state0 ' ;
what states border state0 ? ||| select border_info.border from border_info where border_info.state_name = ' state0 ' ;
what states border state0 ? ||| select border_info.border from border_info where border_info.state_name = ' state0 ' ;
give me the states that border state0 ? ||| select border_info.border from border_info where border_info.state_name = ' state0 ' ;
what is the adjacent state of state0 ? ||| select border_info.border from border_info where border_info.state_name = ' state0 ' ;
states bordering state0 ? ||| select border_info.border from border_info where border_info.state_name = ' state0 ' ;
which states border state0 ? ||| select border_info.border from border_info where border_info.state_name = ' state0 ' ;
which states border state0 ? ||| select border_info.border from border_info where border_info.state_name = ' state0 ' ;

what rivers flow through states that state0 borders ? ||| select river.river_name from river where river.traverse in ( select border_info.border from border_info where border_info.state_name = ' state0 ' ) ;
which rivers are in states that border state0 ? ||| select river.river_name from river where river.traverse in ( select border_info.border from border_info where border_info.state_name = ' state0 ' ) ;
which rivers run through states bordering state0 ? ||| select river.river_name from river where river.traverse in ( select border_info.border from border_info where border_info.state_name = ' state0 ' ) ;

what is the longest river that does not run through state0 ? ||| select distinct river.river_name from river where not river.traverse = ' state0 ' and river.length = ( select max ( river.length ) from river where not river.traverse = ' state0 ' ) ;

what is the population of the state that borders the most states ? ||| select state.population from state where state.state_name = ( select border from border_info group by state_name order by count ( distinct border_info.border ) desc limit 1 ) ;

what is the length of the longest river in the usa ? ||| select river.length from river where river.length = ( select max ( river.length ) from river ) ;
how long is the longest river in the usa ? ||| select river.length from river where river.length = ( select max ( river.length ) from river ) ;

how many cities are in state0 ? ||| select count ( city.city_name ) from city where city.state_name = ' state0 ' ;
how many cities are in state0 ? ||| select count ( city.city_name ) from city where city.state_name = ' state0 ' ;
how many cities does state0 have ? ||| select count ( city.city_name ) from city where city.state_name = ' state0 ' ;

what are the largest cities in the states that border the largest state ? ||| select city.city_name from state , city where state.state_name in ( select border_info.border from state , border_info where state.state_name in ( select state.state_name from state where state.area = ( select max ( state.area ) from state ) ) and state.state_name = border_info.state_name ) and state.state_name = city.state_name and city.population = ( select max ( city.population ) from state , city where state.state_name in ( select border_info.border from state , border_info where state.state_name in ( select state.state_name from state where state.area = ( select max ( state.area ) from state ) ) and state.state_name = border_info.state_name ) and state.state_name = city.state_name ) ;

where is the smallest city ? ||| select city.state_name from city where city.population = ( select min ( city.population ) from city ) ;

